,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
8601,711542358,Existing Customer,42,F,4,High School,Married,Less than $40K,Gold,36,2,3,2,15987,7471,88,1.14
8602,718773333,Existing Customer,51,F,4,Unknown,Single,Less than $40K,Blue,40,3,2,2,5139,7548,89,0.35
8603,816832383,Existing Customer,61,F,1,High School,Single,Less than $40K,Blue,56,3,2,2,3421,6932,75,11.02
8604,714042108,Existing Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue,36,3,2,2,11000,7302,86,1.32
8605,714664683,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,37,3,3,3,2490,8178,91,0
8606,713894358,Existing Customer,51,M,2,Post-Graduate,Unknown,$80K - $120K,Gold,46,2,3,2,34516,7889,98,0.24
8607,715436883,Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,Blue,36,2,2,1,2490,7719,86,10.35
8608,715260558,Existing Customer,44,F,4,High School,Single,$40K - $60K,Blue,36,3,2,2,2055,7674,80,0
8609,713664258,Existing Customer,56,M,2,Unknown,Single,$40K - $60K,Blue,48,2,2,1,14344,7359,85,0.14
8610,713364783,Existing Customer,42,F,1,Post-Graduate,Single,Less than $40K,Blue,28,3,3,0,3453,8108,85,4.52
8611,718078008,Existing Customer,40,M,2,College,Divorced,$60K - $80K,Blue,36,3,2,1,20304,7494,85,0
8612,798546408,Existing Customer,61,F,1,College,Single,Less than $40K,Blue,55,2,3,2,8283,7553,104,2.54
8613,779018508,Existing Customer,45,M,4,Uneducated,Single,$80K - $120K,Blue,35,2,2,2,11318,7179,93,3.04
8614,802668333,Attrited Customer,49,M,2,Graduate,Single,$80K - $120K,Blue,43,2,3,3,2384,3512,50,13.25
8615,718320933,Existing Customer,47,M,3,Uneducated,Married,$60K - $80K,Blue,36,2,3,1,11919,8257,96,3.17
8616,789016983,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,32,2,5,1,2948,7834,86,5.28
8617,713907633,Existing Customer,43,M,3,College,Unknown,$60K - $80K,Blue,36,2,1,2,5397,7791,84,3.54
8618,708474333,Existing Customer,42,M,3,Graduate,Married,$60K - $80K,Blue,29,3,3,1,12294,7906,87,3.25
8619,778894233,Existing Customer,42,M,5,High School,Unknown,$80K - $120K,Blue,23,3,2,3,7253,7595,83,0
8620,717244683,Existing Customer,43,F,3,College,Married,Unknown,Blue,36,3,3,3,21922,7409,89,1.07
8621,711410958,Existing Customer,40,M,3,High School,Married,$60K - $80K,Blue,28,2,2,3,13452,7582,69,3.07
8622,799711833,Existing Customer,50,F,3,College,Married,Unknown,Blue,44,2,1,3,24735,7910,95,1.33
8623,714047733,Existing Customer,53,F,3,Graduate,Single,$40K - $60K,Blue,45,2,2,1,4942,7460,85,7.09
8624,710061783,Attrited Customer,49,M,1,Graduate,Married,$40K - $60K,Blue,40,6,1,4,14973,4517,59,0
8625,711082908,Existing Customer,44,M,4,Uneducated,Single,$80K - $120K,Blue,31,3,2,3,19719,8385,97,1.06
8626,721190358,Existing Customer,49,M,4,Unknown,Unknown,$80K - $120K,Blue,29,2,2,2,29690,7640,86,1.25
8627,712760208,Existing Customer,42,F,4,Graduate,Married,Unknown,Blue,31,3,2,1,6751,7921,93,2.57
8628,751563933,Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,36,3,3,2,9484,7242,95,4.18
8629,815498733,Existing Customer,51,F,3,Unknown,Single,Less than $40K,Blue,46,3,2,2,4333,7643,85,7.06
8630,718433508,Existing Customer,40,F,3,Uneducated,Unknown,Less than $40K,Blue,30,2,5,2,2481,8097,88,14.14
8631,720935658,Existing Customer,57,F,4,Post-Graduate,Single,Less than $40K,Blue,45,2,2,3,3059,7709,89,0.57
8632,714754533,Existing Customer,51,M,0,Doctorate,Single,$120K +,Platinum,44,3,2,3,34516,8012,87,0.56
8633,714713508,Existing Customer,49,M,2,Doctorate,Divorced,$80K - $120K,Blue,36,3,3,1,25178,7836,87,1.12
8634,715038033,Existing Customer,61,M,1,Graduate,Single,Less than $40K,Blue,54,3,3,1,7169,8216,80,1.28
8635,809169858,Existing Customer,62,M,2,Graduate,Single,$60K - $80K,Blue,56,2,3,2,18224,7728,93,1.16
8636,718379358,Existing Customer,39,M,1,Unknown,Single,$80K - $120K,Silver,28,3,1,3,34516,8453,90,0.58
8637,779456508,Existing Customer,52,M,2,Graduate,Divorced,$60K - $80K,Blue,34,2,1,1,4813,7477,91,0
8638,708907833,Existing Customer,38,F,1,High School,Single,Unknown,Blue,27,2,2,2,24965,7866,84,1.41
8639,708693558,Existing Customer,50,F,3,High School,Single,Less than $40K,Silver,38,3,2,2,12569,7344,95,2.52
8640,718665933,Existing Customer,43,M,3,Unknown,Divorced,$120K +,Blue,30,3,1,2,34516,7437,86,1.13
8641,816073983,Existing Customer,53,F,2,College,Single,Less than $40K,Blue,48,2,2,2,8259,7957,88,2.23
8642,715851333,Existing Customer,42,M,4,High School,Married,$60K - $80K,Blue,27,2,3,2,13804,7376,97,2.18
8643,712884408,Existing Customer,43,F,1,High School,Single,Unknown,Blue,30,3,2,0,5700,7939,95,5.34
8644,715404783,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,35,3,3,0,6448,7546,88,3.47
8645,773356008,Existing Customer,57,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,51,2,3,3,5479,7960,86,3.39
8646,789525408,Existing Customer,50,F,0,Uneducated,Married,Less than $40K,Blue,42,3,4,2,3749,7990,89,7.05
8647,721212258,Existing Customer,48,M,4,High School,Single,$120K +,Blue,40,2,3,3,30210,7403,88,1.04
8648,719625933,Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,36,2,2,1,5807,8000,96,3.17
8649,714304458,Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,36,2,2,1,3605,6800,78,0
8650,819975183,Existing Customer,44,F,4,College,Single,$40K - $60K,Silver,39,2,1,3,17077,7391,75,2.08
8651,785515533,Existing Customer,43,F,2,College,Married,Less than $40K,Blue,37,3,3,1,5380,8947,93,4.09
8652,720712533,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Gold,36,2,1,3,34516,7499,88,0.22
8653,709861008,Existing Customer,47,M,4,Post-Graduate,Married,$80K - $120K,Blue,30,3,3,1,27720,8520,89,1.27
8654,713911233,Existing Customer,47,F,3,Doctorate,Single,$40K - $60K,Silver,39,3,2,1,18341,7584,85,0.58
8655,712580958,Existing Customer,38,M,1,High School,Single,$120K +,Blue,30,2,1,1,27712,7399,91,1.17
8656,719473458,Existing Customer,46,M,3,High School,Single,$40K - $60K,Blue,42,3,2,1,8285,7205,84,2.44
8657,711764733,Existing Customer,41,F,4,Uneducated,Unknown,$40K - $60K,Silver,36,3,2,3,19704,7766,81,0
8658,794124708,Existing Customer,47,M,2,Graduate,Unknown,$80K - $120K,Blue,41,2,2,2,21325,7053,69,1.43
8659,780707733,Existing Customer,41,M,1,Graduate,Married,$80K - $120K,Blue,30,3,3,2,34516,6832,87,1.01
8660,780620883,Existing Customer,49,F,2,Uneducated,Single,$40K - $60K,Blue,37,2,1,3,7045,7381,98,3.04
8661,720849708,Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,37,3,3,1,14388,7042,85,2.55
8662,789312033,Attrited Customer,48,F,4,Post-Graduate,Single,Less than $40K,Blue,38,3,3,3,3874,4921,51,1.59
8663,778742358,Existing Customer,44,M,4,Graduate,Married,$60K - $80K,Blue,24,2,2,2,4752,7517,76,0
8664,719658858,Existing Customer,50,F,4,Doctorate,Married,Unknown,Silver,36,3,2,1,34516,7042,73,1.01
8665,713425383,Attrited Customer,59,F,1,High School,Single,Less than $40K,Blue,46,2,3,2,7484,4923,56,4.19
8666,770842833,Attrited Customer,49,F,3,High School,Married,Unknown,Silver,36,2,3,3,34516,4777,51,0.37
8667,712029783,Existing Customer,42,M,4,Uneducated,Single,$80K - $120K,Silver,36,2,2,1,34516,7836,93,1.05
8668,718893333,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Blue,36,3,3,2,18336,7509,84,1.53
8669,711203658,Existing Customer,46,M,3,Graduate,Unknown,$40K - $60K,Blue,34,3,6,1,2259,7745,88,9.56
8670,718567758,Existing Customer,41,M,1,College,Married,$40K - $60K,Blue,32,3,4,2,10682,7332,92,2.05
8671,771719283,Existing Customer,39,F,4,Doctorate,Married,Less than $40K,Blue,27,2,1,1,8587,8854,92,2.34
8672,717926358,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,30,3,1,0,5494,8328,78,0.39
8673,779751258,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,31,2,1,2,1946,8423,82,10.08
8674,774491958,Existing Customer,53,M,3,High School,Single,$60K - $80K,Blue,47,2,1,3,6228,8284,77,4.39
8675,713428833,Existing Customer,42,M,3,Unknown,Married,$80K - $120K,Blue,32,2,1,3,7537,7613,90,2.44
8676,714166833,Existing Customer,44,F,3,Graduate,Single,Less than $40K,Silver,34,3,3,2,13609,7796,77,1.45
8677,809464608,Attrited Customer,47,F,3,High School,Married,Unknown,Silver,31,3,3,2,34516,2691,42,1.13
8678,789681708,Existing Customer,46,M,3,Uneducated,Married,$60K - $80K,Gold,33,3,1,3,34516,7750,82,0.21
8679,713102733,Existing Customer,38,F,3,Graduate,Single,Less than $40K,Gold,31,2,3,2,15987,8195,94,0.11
8680,715195383,Existing Customer,46,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,2,2,2391,7649,101,1.08
8681,812408058,Existing Customer,39,M,2,Unknown,Unknown,$120K +,Blue,34,2,2,2,34516,7845,92,0.31
8682,787226508,Existing Customer,47,M,2,College,Single,$60K - $80K,Blue,41,2,3,3,20811,7192,82,1.03
8683,713537733,Existing Customer,46,M,4,Doctorate,Unknown,$60K - $80K,Gold,36,2,2,3,34516,7582,95,0.41
8684,715170183,Existing Customer,45,M,2,Graduate,Married,$40K - $60K,Blue,36,2,1,3,3735,7059,82,9.26
8685,717109983,Existing Customer,50,F,2,High School,Married,$40K - $60K,Blue,39,3,2,2,2275,7768,83,1.34
8686,713208033,Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,36,2,3,0,7350,7679,64,3.05
8687,712788258,Existing Customer,48,M,3,College,Married,$40K - $60K,Blue,34,2,2,1,1913,7265,80,12.14
8688,758382183,Existing Customer,50,F,3,Graduate,Unknown,Less than $40K,Blue,43,2,3,3,4249,8186,93,3.06
8689,715469583,Existing Customer,40,F,2,Graduate,Unknown,$40K - $60K,Blue,36,3,1,2,2136,7782,88,9.45
8690,709235058,Existing Customer,46,M,4,College,Married,$40K - $60K,Silver,36,3,2,2,18956,8032,88,1.29
8691,714786483,Existing Customer,45,M,4,College,Single,$60K - $80K,Blue,35,2,2,3,13445,7377,82,1.28
8692,713299758,Existing Customer,53,M,1,High School,Single,Less than $40K,Blue,36,3,3,3,8979,7422,87,2.24
8693,771912408,Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,38,3,3,1,6674,7468,92,0.21
8694,721445658,Existing Customer,52,F,2,Post-Graduate,Single,Less than $40K,Blue,34,3,3,3,6265,8162,89,4.28
8695,719787633,Existing Customer,47,M,0,Graduate,Married,$80K - $120K,Silver,36,3,2,1,34516,7535,92,0.55
8696,713697933,Existing Customer,47,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,2,2,34516,7827,77,0.37
8697,712208658,Existing Customer,43,M,2,High School,Single,$60K - $80K,Blue,33,1,2,1,13165,8126,95,1.35
8698,708219108,Existing Customer,49,M,3,College,Divorced,$80K - $120K,Blue,38,2,3,3,9959,7300,77,1.55
8699,709065483,Existing Customer,40,F,3,College,Divorced,$40K - $60K,Blue,28,2,2,3,9243,7841,82,3.38
8700,715237683,Existing Customer,53,F,4,Graduate,Single,Less than $40K,Blue,44,1,1,3,4737,7802,88,5.48
8701,712925808,Attrited Customer,51,F,1,Unknown,Married,$40K - $60K,Blue,36,2,3,2,2710,4724,60,0
8702,788931558,Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,32,1,2,2,2000,7694,85,1.27
8703,717521508,Existing Customer,41,M,3,High School,Single,$80K - $120K,Gold,28,2,2,0,34516,6932,87,1.01
8704,713688933,Existing Customer,42,F,0,Unknown,Married,Less than $40K,Blue,28,1,1,1,8798,8020,74,2.52
8705,712405908,Existing Customer,50,M,2,High School,Unknown,$120K +,Blue,40,1,2,3,24670,7772,76,1.06
8706,789298833,Existing Customer,51,M,2,Uneducated,Divorced,$80K - $120K,Blue,40,1,2,3,23453,7555,96,0
8707,715729683,Existing Customer,44,M,3,High School,Single,$120K +,Silver,36,1,2,2,34516,7936,76,0.32
8708,717682233,Existing Customer,49,M,4,Uneducated,Married,$60K - $80K,Blue,36,1,2,2,6139,7906,80,4.18
8709,712266633,Existing Customer,51,F,2,Unknown,Married,$40K - $60K,Blue,36,2,2,1,14800,8796,94,1.09
8710,719272458,Existing Customer,53,F,5,Graduate,Single,$40K - $60K,Blue,41,2,1,3,9815,7962,89,2.53
8711,780769308,Existing Customer,49,F,4,Unknown,Single,Less than $40K,Blue,29,1,3,2,3919,7685,85,9.41
8712,721468533,Existing Customer,59,M,1,Graduate,Single,Unknown,Blue,36,1,5,2,12265,7470,82,1.55
8713,816615633,Existing Customer,47,F,2,Doctorate,Married,$40K - $60K,Blue,42,2,3,1,3256,7075,89,10.25
8714,720167508,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,35,1,2,1,19000,7664,74,2.06
8715,711152658,Existing Customer,44,M,4,Graduate,Single,$120K +,Silver,36,2,2,1,34516,7219,86,0.47
8716,771772083,Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Blue,37,2,1,1,13197,8424,84,0
8717,708419733,Attrited Customer,47,M,3,College,Single,$60K - $80K,Blue,39,5,3,2,22599,4739,55,0
8718,709372608,Existing Customer,43,M,4,Uneducated,Married,$60K - $80K,Blue,31,1,1,2,23457,7370,96,1.47
8719,788907033,Existing Customer,40,M,2,High School,Unknown,$80K - $120K,Blue,26,1,3,1,5238,7321,73,6.37
8720,711136008,Existing Customer,41,M,4,Graduate,Single,$80K - $120K,Blue,33,1,1,3,31560,7641,93,0.41
8721,716691783,Existing Customer,46,F,3,High School,Single,Less than $40K,Blue,36,2,2,3,6218,7689,84,6.45
8722,812618883,Existing Customer,47,M,2,High School,Divorced,Unknown,Silver,42,1,2,2,34516,7774,95,0.58
8723,715908558,Existing Customer,44,M,0,Graduate,Unknown,$60K - $80K,Silver,36,1,1,1,29572,7566,88,0.54
8724,718024908,Existing Customer,52,F,2,Graduate,Unknown,Less than $40K,Blue,40,2,1,3,2743,6993,97,10.22
8725,709558608,Existing Customer,39,M,3,Uneducated,Single,$80K - $120K,Blue,31,2,2,3,2844,7345,73,12.06
8726,824177733,Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,49,1,2,3,9678,7682,90,2.57
8727,719784708,Existing Customer,49,M,0,Unknown,Married,$80K - $120K,Blue,36,1,2,1,26882,7409,89,1.02
8728,717535083,Existing Customer,52,F,2,Post-Graduate,Married,Less than $40K,Blue,40,2,2,1,5207,7153,84,3.35
8729,712453308,Existing Customer,46,M,4,High School,Divorced,$40K - $60K,Silver,36,2,2,3,15034,7737,84,0.09
8730,721008933,Existing Customer,44,F,2,Graduate,Divorced,$40K - $60K,Blue,36,1,1,2,3107,7535,87,10.42
8731,720859533,Existing Customer,52,F,2,High School,Single,$40K - $60K,Blue,39,2,1,1,12214,8426,105,3.15
8732,789556533,Existing Customer,52,M,4,Graduate,Married,$80K - $120K,Blue,45,2,2,3,23070,8070,81,1.14
8733,717656433,Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,40,1,2,2,2167,7199,83,7.36
8734,792524358,Existing Customer,55,M,3,High School,Single,$80K - $120K,Gold,49,2,1,3,34516,7917,95,0.23
8735,758211483,Existing Customer,45,M,5,Unknown,Married,$60K - $80K,Blue,38,1,2,3,6895,8778,85,5.36
8736,801380808,Attrited Customer,44,M,2,Doctorate,Married,$80K - $120K,Blue,38,1,2,1,25894,4847,49,1.37
8737,716329383,Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,3,3138,4724,56,5.14
8738,716871633,Existing Customer,49,M,1,Uneducated,Single,$120K +,Blue,38,2,2,3,12055,7222,93,2.34
8739,718491708,Existing Customer,53,F,2,College,Single,Unknown,Blue,38,2,3,3,16592,7642,89,1.26
8740,787502883,Existing Customer,60,F,1,Doctorate,Single,Unknown,Silver,48,1,2,1,34516,7443,98,0.45
8741,715183308,Existing Customer,47,M,3,Post-Graduate,Unknown,Unknown,Silver,38,2,1,2,33184,7190,93,0.26
8742,713872833,Existing Customer,54,F,2,Graduate,Single,$40K - $60K,Blue,41,2,1,3,10753,7302,80,2.52
8743,708535158,Existing Customer,39,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,29,1,1,3,9959,8505,86,2.31
8744,711658758,Existing Customer,46,F,3,Uneducated,Married,Less than $40K,Blue,35,6,5,1,2069,7307,82,8.52
8745,717248583,Existing Customer,43,F,3,College,Married,Less than $40K,Silver,34,4,2,2,11362,7849,88,2.45
8746,713087958,Existing Customer,53,M,4,High School,Divorced,$120K +,Blue,36,3,3,2,34516,7919,85,0.39
8747,721495458,Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,32,2,1,1,20001,8094,96,0
8748,786097158,Existing Customer,48,M,2,High School,Married,$40K - $60K,Blue,42,2,3,2,8786,8575,92,2.57
8749,712219083,Existing Customer,41,M,3,Uneducated,Single,$80K - $120K,Blue,28,1,3,3,7142,7892,83,4.28
8750,715327683,Attrited Customer,45,F,4,Post-Graduate,Single,Less than $40K,Blue,36,1,3,3,4477,4996,55,9.22
8751,715624533,Existing Customer,41,F,3,Unknown,Unknown,$40K - $60K,Blue,30,1,2,3,5357,7730,97,3.57
8752,715599633,Existing Customer,51,M,1,College,Married,$80K - $120K,Silver,38,2,3,2,34516,7686,89,0
8753,718958583,Attrited Customer,44,M,4,Post-Graduate,Single,$80K - $120K,Blue,36,5,3,2,2367,4506,59,11.18
8754,717397983,Existing Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,29,2,2,3,23402,7570,98,0.41
8755,715037133,Existing Customer,40,M,3,Doctorate,Unknown,Less than $40K,Blue,36,1,1,3,4587,7479,83,6.26
8756,818767458,Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,36,2,3,2,6565,7729,97,2.52
8757,778863258,Attrited Customer,46,F,4,Unknown,Married,Unknown,Blue,27,1,2,3,6030,4983,62,0
8758,712075083,Attrited Customer,50,M,4,High School,Single,$120K +,Blue,41,4,3,3,6982,4830,50,0
8759,711963183,Existing Customer,50,M,3,Uneducated,Married,Less than $40K,Blue,36,2,3,3,5128,7588,98,0
8760,720903258,Attrited Customer,48,M,3,Unknown,Unknown,$60K - $80K,Blue,28,2,2,1,9405,4801,47,0
8761,772404633,Existing Customer,49,M,2,Graduate,Married,$80K - $120K,Silver,39,1,1,2,34516,7734,74,0.32
8762,713302758,Existing Customer,49,M,2,Graduate,Married,$120K +,Blue,40,2,4,1,14646,8160,92,1.39
8763,717859233,Existing Customer,41,M,5,Graduate,Married,$80K - $120K,Blue,37,1,3,2,12578,8362,82,0.2
8764,712955433,Existing Customer,36,F,4,Uneducated,Unknown,$40K - $60K,Blue,16,1,2,2,4370,7223,90,0.28
8765,718292283,Existing Customer,52,F,1,High School,Single,$40K - $60K,Blue,42,1,3,1,3416,8254,75,9.37
8766,713197308,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,33,1,2,1,6224,7612,82,0
8767,789175683,Existing Customer,49,F,2,College,Married,Less than $40K,Silver,38,2,3,2,10741,8352,71,3.54
8768,811700058,Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Gold,36,2,3,3,34516,4822,57,0.02
8769,818476383,Existing Customer,50,M,1,Unknown,Unknown,$120K +,Silver,45,2,2,0,34516,7333,72,0.44
8770,720164358,Attrited Customer,53,F,4,Graduate,Single,$40K - $60K,Blue,43,1,3,2,6058,4754,60,0
8771,710357208,Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,39,2,3,2,8561,7341,79,1.47
8772,711325308,Attrited Customer,46,M,3,Unknown,Single,$80K - $120K,Blue,34,4,3,3,9959,4859,64,0
8773,721486908,Existing Customer,51,F,5,High School,Single,Less than $40K,Blue,36,1,1,1,7645,7710,75,4.32
8774,711210633,Existing Customer,51,M,3,Uneducated,Single,$60K - $80K,Blue,42,2,4,1,1922,8049,76,9.45
8775,712570458,Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,33,2,1,3,5625,7890,75,4.52
8776,712058133,Existing Customer,54,F,2,College,Single,Less than $40K,Blue,36,1,3,3,2274,7735,74,5.11
8777,708153558,Existing Customer,46,M,5,Doctorate,Divorced,$120K +,Blue,31,1,2,2,34516,7936,101,0.52
8778,709893858,Attrited Customer,43,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,2,2,9422,4633,58,3.44
8779,709225758,Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue,37,2,1,3,7469,8213,86,5.31
8780,709984083,Existing Customer,43,F,3,Unknown,Single,Less than $40K,Blue,36,2,2,2,3849,7930,90,5.33
8781,711854808,Attrited Customer,41,M,3,High School,Married,$120K +,Blue,32,2,2,1,34516,4734,57,0
8782,822125283,Existing Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,45,2,1,1,4778,7590,74,4.43
8783,717340608,Existing Customer,51,F,3,High School,Single,Unknown,Gold,39,1,1,2,34516,7703,104,0.54
8784,711084183,Existing Customer,47,F,5,Uneducated,Unknown,$40K - $60K,Blue,42,2,2,3,5168,8211,80,7.18
8785,720891633,Attrited Customer,53,F,2,High School,Single,Less than $40K,Blue,46,6,1,2,3199,4805,59,0
8786,719607183,Existing Customer,55,F,2,Graduate,Single,Unknown,Blue,42,2,3,2,21046,7653,95,1.17
8787,715839708,Existing Customer,51,M,1,Graduate,Married,$120K +,Blue,39,2,3,2,34516,7111,82,1.11
8788,717008358,Existing Customer,40,F,1,Unknown,Married,Less than $40K,Blue,36,1,2,2,6540,7919,88,0
8789,769152783,Attrited Customer,60,F,2,High School,Single,Less than $40K,Blue,54,1,6,2,8141,5043,53,3.42
8790,788240358,Existing Customer,40,F,5,Graduate,Married,Unknown,Silver,24,2,1,2,33441,8452,83,0.21
8791,716098683,Existing Customer,46,F,5,Graduate,Unknown,Unknown,Blue,36,2,3,1,5496,7985,93,0.33
8792,802675983,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,33,2,3,1,3794,7872,80,6.47
8793,712716108,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,1,1,1,5785,7950,86,6.08
8794,709238358,Existing Customer,51,F,0,Uneducated,Married,Unknown,Blue,39,1,3,2,19387,7604,87,0.42
8795,708682908,Existing Customer,43,F,4,Unknown,Single,Unknown,Blue,28,2,2,1,2838,8644,87,11.21
8796,812794983,Existing Customer,41,F,3,College,Married,Less than $40K,Blue,31,2,2,2,4086,7932,87,8.03
8797,708968733,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,38,1,3,2,31987,7926,83,0
8798,779315508,Attrited Customer,43,M,4,Post-Graduate,Single,$40K - $60K,Blue,25,1,2,2,9043,4638,48,3.38
8799,740065833,Existing Customer,47,F,3,Graduate,Single,Less than $40K,Silver,40,1,2,2,11128,8526,93,3.46
8800,721063533,Existing Customer,51,M,2,Graduate,Single,$40K - $60K,Blue,41,1,3,3,3062,7289,75,11.12
8801,718189908,Existing Customer,44,F,4,Unknown,Unknown,$40K - $60K,Gold,31,2,2,3,23981,7885,86,1.29
8802,780064983,Existing Customer,44,M,1,Graduate,Married,$80K - $120K,Gold,29,2,1,3,34516,7665,86,0.27
8803,770920908,Existing Customer,39,F,0,Unknown,Single,$40K - $60K,Silver,26,1,1,1,22054,8055,82,0.52
8804,718046433,Existing Customer,53,F,2,Graduate,Unknown,Less than $40K,Blue,35,1,2,3,2199,7342,86,5.15
8805,711842508,Existing Customer,45,M,3,Uneducated,Unknown,$80K - $120K,Blue,33,2,3,3,9303,7825,87,0.17
8806,772869033,Existing Customer,47,M,3,Unknown,Single,$120K +,Gold,38,2,4,3,34516,7283,89,0.39
8807,715298808,Existing Customer,40,M,2,High School,Divorced,$40K - $60K,Blue,32,1,3,2,7566,7570,88,3.34
8808,708877458,Existing Customer,50,F,3,Uneducated,Married,Unknown,Blue,34,2,3,3,11343,8027,94,0
8809,787496733,Existing Customer,47,F,2,Uneducated,Married,Unknown,Blue,35,2,1,1,15155,7724,79,1.25
8810,789469083,Existing Customer,55,M,2,Unknown,Single,$80K - $120K,Blue,46,2,1,1,10795,7855,81,0
8811,709497108,Existing Customer,44,F,2,High School,Married,Less than $40K,Blue,36,2,1,0,6633,8396,106,3.19
8812,784819758,Existing Customer,54,F,1,Graduate,Single,Unknown,Blue,48,1,1,2,8572,7850,94,4.08
8813,720412308,Existing Customer,40,M,4,Unknown,Married,$80K - $120K,Blue,36,2,1,1,34516,7635,75,1.08
8814,719178183,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Silver,42,2,3,3,34516,8186,85,1.13
8815,789560433,Attrited Customer,49,M,3,Post-Graduate,Single,$60K - $80K,Blue,42,2,4,2,14895,5147,53,0
8816,712931733,Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,36,1,1,3,2636,7136,82,7.57
8817,714417183,Existing Customer,39,F,1,Uneducated,Unknown,Less than $40K,Blue,31,1,3,1,9511,7041,95,3.53
8818,771097683,Attrited Customer,43,M,2,High School,Single,$120K +,Blue,30,1,2,2,10896,4935,58,3.51
8819,713824983,Existing Customer,43,F,0,High School,Married,Less than $40K,Blue,35,1,1,0,8401,7697,98,2.09
8820,715360458,Existing Customer,45,F,3,Graduate,Divorced,Unknown,Blue,36,2,3,2,12406,8113,90,0.16
8821,711736083,Attrited Customer,47,F,4,College,Divorced,Unknown,Blue,36,4,3,3,6769,4885,54,0.04
8822,714821433,Existing Customer,45,F,4,College,Married,Less than $40K,Blue,36,2,1,1,2737,7587,80,0
8823,779263533,Existing Customer,34,F,2,Graduate,Unknown,Unknown,Silver,16,2,2,1,32292,7564,76,0.54
8824,773988708,Existing Customer,52,M,2,Uneducated,Married,$120K +,Silver,43,1,2,2,34516,7512,81,0.46
8825,719623083,Existing Customer,33,F,1,Doctorate,Unknown,Less than $40K,Gold,24,2,3,2,15987,8302,81,2.05
8826,718304583,Attrited Customer,43,M,2,Unknown,Married,$60K - $80K,Gold,33,1,3,2,34516,4805,54,0.31
8827,720198183,Existing Customer,42,M,5,College,Married,$40K - $60K,Blue,27,1,3,1,2437,8028,77,11.45
8828,780545133,Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,2,3,1,4557,7333,91,3.36
8829,711128433,Existing Customer,55,M,3,Uneducated,Single,$40K - $60K,Blue,36,1,3,3,10949,7685,91,1.16
8830,789960783,Existing Customer,39,F,1,Graduate,Unknown,Less than $40K,Silver,30,1,2,3,10398,7702,81,2.37
8831,709556208,Existing Customer,40,F,3,College,Single,$40K - $60K,Silver,28,2,1,2,22361,7586,94,1.24
8832,712053033,Existing Customer,46,M,2,Unknown,Single,$80K - $120K,Blue,34,1,3,2,3841,8444,81,6.07
8833,794482158,Existing Customer,46,M,3,College,Single,$80K - $120K,Silver,32,2,1,3,34516,7594,69,0.57
8834,780450708,Attrited Customer,58,M,1,College,Single,$120K +,Silver,45,1,3,2,34516,4864,48,0
